temperature,humidity,final_label
16.0770,61.6771,2
15.8501,61.8852,2
15.9700,65.6538,2
15.8836,64.9666,2
15.1343,66.6981,2
15.5567,65.6450,2
15.5445,68.7961,2
16.1724,67.9030,2
15.8626,71.0159,3
15.7372,72.3541,3
16.0402,75.0101,3
15.7978,73.1801,3
15.7735,76.3795,3
15.9137,75.1853,3
15.8835,78.7215,3
16.7330,80.2053,3
15.5532,80.6123,3
15.3396,80.3393,3
15.9623,84.3111,3
15.5967,82.6371,3
15.1003,85.4342,3
15.4800,85.1041,3
15.5450,87.8506,3
15.2366,86.6151,3
16.5971,89.1316,3
15.4680,91.9435,3
16.8686,91.5908,3
15.7230,92.9526,3
16.4569,94.1118,3
15.7660,95.6996,3
16.8559,21.6615,1
16.6569,20.7626,1
16.6203,24.1151,1
16.7850,23.8550,1
16.8687,27.6211,1
16.7581,27.0263,1
16.7223,29.0646,1
16.4512,29.3494,1
16.6697,33.3032,1
17.2544,31.7666,1
16.4366,32.7730,1
17.1206,34.0107,1
16.8718,34.5589,1
17.0283,36.5380,1
16.3151,38.0595,1
16.7960,38.5311,1
16.6014,40.7456,1
16.6155,40.9760,1
17.2187,40.8836,1
16.6208,43.3524,1
16.8073,45.2137,1
16.0889,45.8436,1
17.3083,46.5228,1
17.0060,47.6076,1
16.6822,49.3105,1
16.5866,51.4281,2
16.9076,54.1720,2
17.1158,53.0081,2
17.3141,55.3628,2
16.9935,54.7008,2
16.7270,56.6949,2
17.0501,56.2621,2
16.9775,59.5058,2
17.1136,60.3532,2
17.3409,62.6900,2
16.1535,61.9720,2
16.2935,63.9206,2
17.2326,64.9609,2
16.4591,65.8296,2
16.7152,65.6470,2
16.4688,69.3776,2
17.1081,69.6447,2
15.9018,71.7255,3
16.7289,71.8241,3
17.2694,71.9495,3
16.4968,74.3383,3
16.1501,77.4896,3
16.8326,76.9232,3
16.5039,79.2485,3
17.0777,78.7257,3
16.7857,81.1143,3
16.4015,80.7382,3
16.6503,83.5709,3
17.0536,82.2731,3
16.6600,86.9140,3
16.4434,84.8406,3
16.7745,88.6954,3
16.7077,89.1315,3
17.0036,91.0480,3
16.8976,92.3852,3
16.6319,90.8420,3
17.2652,92.2332,3
16.7415,96.1786,3
16.1429,93.8735,3
16.9951,21.2853,1
17.7094,22.4718,1
17.6523,23.0833,1
16.7470,24.4038,1
17.3904,27.1231,1
17.8012,26.8341,1
17.8216,29.2708,1
17.7411,28.4303,1
17.4927,31.5965,1
17.8427,31.0650,1
17.7380,33.5349,1
17.5144,34.5208,1
16.8580,34.9622,1
17.0368,34.0288,1
17.3182,39.1584,1
17.4558,38.6619,1
17.9368,42.0336,1
17.5314,42.0569,1
17.5878,42.4399,1
17.3475,41.8611,1
17.2447,45.2262,1
17.8368,47.0971,1
17.0718,48.2568,1
17.1914,48.3305,1
17.5097,48.6102,1
17.8805,49.7136,1
17.3687,51.6501,2
17.3266,52.9980,2
17.4893,55.2635,2
17.6822,56.1563,2
17.4356,55.9934,2
17.9291,57.0242,2
17.9457,60.0225,2
17.5097,59.9913,2
18.2384,63.9015,2
17.5798,62.1764,2
17.9322,63.6260,2
17.6721,64.3638,2
17.6654,65.9919,2
16.9992,64.8763,2
17.1645,68.6840,2
17.4529,70.8403,3
17.9427,70.5857,3
17.6773,71.0852,3
17.4560,73.9732,3
17.7723,73.5011,3
17.9279,75.1335,3
17.5578,78.4992,3
17.6336,79.8060,3
17.5876,79.0388,3
17.5357,80.7176,3
17.2827,81.2582,3
17.2575,83.8248,3
17.9354,83.5557,3
17.4554,85.9892,3
17.4475,86.4226,3
16.9146,87.6334,3
16.8588,86.5899,3
18.0329,91.0960,3
17.3037,88.9381,3
16.5180,92.1560,3
18.4027,93.0366,3
17.3597,95.4186,3
17.0092,94.7324,3
18.4422,21.9225,1
18.6842,22.3102,1
18.6413,23.7353,1
18.7216,25.8209,1
18.0679,25.9108,1
18.8749,26.5375,1
18.8987,28.6662,1
18.9167,29.1829,1
18.4978,32.8276,1
18.2808,30.5723,1
18.2504,34.1813,1
17.8594,34.3479,1
18.2188,37.1621,1
17.5694,35.4211,1
17.8171,37.7403,1
18.4941,38.3226,1
18.3187,40.6954,1
18.4786,39.9310,1
18.6548,43.7899,1
18.5422,43.6944,1
18.5112,47.3800,1
18.3769,45.2720,1
18.1437,46.9742,1
17.9718,47.1033,1
18.3827,50.5589,2
18.4253,49.5691,1
18.7225,53.2784,2
18.3515,52.0253,2
18.5994,55.1369,2
17.9006,54.9066,2
18.4991,56.5129,2
18.4739,56.0132,2
18.8751,60.8006,2
18.3190,60.0045,2
17.5639,60.9915,2
18.3046,61.0673,2
18.6574,66.1847,2
17.9956,63.6334,2
18.4898,68.1919,2
17.9796,66.9661,2
19.0449,67.6102,2
17.9590,68.7155,2
18.2252,72.1830,3
18.4920,69.8541,2
18.5878,73.2867,3
18.8535,73.2416,3
18.1846,76.6483,3
18.6744,76.5646,3
17.8174,79.0004,3
18.0454,78.7279,3
17.9091,81.2727,3
18.1251,79.7166,3
18.6572,83.4433,3
18.1925,84.5319,3
18.2532,85.6095,3
18.5015,85.0229,3
18.5723,87.4554,3
18.2633,89.1619,3
18.0432,88.1188,3
18.9712,92.5847,3
18.2656,90.9020,3
18.2987,92.3876,3
18.3409,93.9979,3
18.6103,95.4721,3
18.7362,22.6293,1
19.9777,22.1548,1
19.1412,24.2270,1
19.4746,22.7972,1
19.3168,26.3583,1
19.9060,26.5529,1
19.8430,28.0711,1
19.4648,29.3520,1
18.9551,31.5790,1
19.6836,31.1279,1
18.6671,33.7584,1
18.9434,33.4661,1
19.2307,34.5939,1
18.6938,36.5629,1
19.0763,36.1756,1
19.5340,38.7290,1
19.0094,39.6536,1
19.5518,41.1531,1
20.0932,43.5717,1
19.3950,43.0433,1
19.5451,46.1110,1
19.6974,45.0792,1
19.1069,47.4720,1
19.5360,49.2518,1
19.0987,49.8758,1
19.3692,50.0369,2
19.5925,50.5863,2
18.9699,51.9087,2
18.4471,54.1005,2
18.9390,54.7867,2
19.6488,57.1020,2
18.8985,57.2713,2
19.6265,58.7991,2
18.9406,60.1801,2
19.1817,62.6150,2
19.2545,62.6638,2
18.8970,64.3762,2
19.1855,63.2928,2
18.7120,67.3591,2
19.1364,65.8219,2
19.2256,70.1120,3
18.4610,67.7498,2
18.9362,72.7667,3
19.3582,72.1422,3
18.8602,72.7989,3
19.4160,73.8589,3
19.4513,75.9924,3
19.3566,76.3036,3
19.5315,79.2424,3
18.6923,76.4936,3
19.6099,81.9399,3
18.9020,79.1971,3
19.2939,84.0636,3
19.8884,83.6905,3
19.1292,84.7768,3
19.2633,85.3113,3
18.9040,89.7794,3
19.8841,88.9579,3
18.9370,91.0598,3
19.4831,90.6886,3
19.6966,93.2170,3
19.5183,93.2184,3
19.3785,93.3948,3
19.2885,94.4994,3
19.6632,23.5136,1
20.7163,23.2233,1
20.2004,25.5704,1
20.1153,24.5374,1
19.7284,27.0670,1
20.1322,25.5373,1
20.0932,28.9928,1
20.7403,29.8693,1
20.1151,31.6433,1
20.1266,31.2367,1
19.7323,33.6382,1
19.8500,32.6489,1
20.2900,36.4812,1
19.4858,36.0186,1
20.4596,39.4372,1
20.4702,38.5189,1
19.8153,39.8634,1
20.2317,41.1801,1
20.5617,44.1835,1
20.0648,42.0738,1
19.9994,45.7439,1
20.0404,45.0283,1
20.1996,47.4497,1
19.8913,48.1835,1
19.9704,50.4778,2
20.2067,49.2326,1
19.9427,53.9069,2
19.7044,50.7079,2
19.4595,54.9939,2
20.1219,54.8619,2
20.5361,54.9170,2
20.2497,58.7279,2
19.7164,59.3356,2
19.8476,58.8725,2
19.9969,63.3170,2
20.7542,61.7299,2
20.7779,64.4191,2
20.7249,64.3031,2
20.1570,67.0709,2
21.2237,67.5081,2
19.8636,69.9689,2
19.9845,68.6560,2
20.4291,71.4796,3
20.2086,71.4642,3
20.2289,74.1889,3
19.4332,74.4064,3
19.7674,74.8632,3
20.0907,76.2369,3
19.8684,79.2641,3
19.6413,78.1499,3
19.9064,80.8290,3
20.2087,79.9639,3
20.3646,83.2825,3
19.4489,81.4631,3
20.1068,85.3818,3
20.0749,85.5555,3
20.1901,88.7884,3
19.7222,86.8807,3
19.7284,90.5503,3
20.5468,89.9021,3
19.2355,91.1116,3
19.8195,92.1432,3
19.9682,95.0347,3
20.0020,95.9444,3
20.7264,21.2239,1
21.1306,20.6179,1
21.0994,24.4471,1
20.9114,25.7843,1
20.7452,28.5639,1
20.8841,25.5604,1
20.9874,28.0959,1
20.6998,29.4218,1
21.1574,30.8594,1
21.3086,32.4611,1
21.4657,34.2507,1
21.4402,32.0815,1
20.8517,35.3487,1
21.0047,35.6147,1
20.9048,40.1778,1
20.9036,38.8563,1
20.8817,40.9069,1
20.9651,41.2422,1
21.3708,44.6762,1
21.0713,43.7241,1
20.5602,45.4693,1
21.2921,46.3278,1
21.0370,48.7010,1
21.1347,48.9835,1
21.0642,49.9379,1
21.0805,47.6205,1
21.0970,49.3293,1
20.3598,53.0195,2
21.1301,53.9216,2
20.7137,56.2012,2
20.7936,59.3412,2
20.9623,57.6898,2
21.5289,59.7953,2
20.6121,59.5787,2
20.9505,60.8040,2
20.8734,61.3643,2
21.2865,64.4183,2
20.8640,64.2915,2
21.0411,67.2971,2
20.6131,65.8045,2
21.3496,68.7257,2
20.4671,69.4962,2
21.1251,70.0740,3
21.0433,72.1136,3
21.0940,74.3752,3
20.4715,74.1044,3
20.8570,75.7268,3
21.2677,77.4926,3
21.5910,79.6995,3
20.9246,78.8336,3
21.2314,80.9800,3
21.0087,81.6123,3
20.9422,82.5695,3
20.8179,83.7963,3
20.9640,85.8868,3
21.1975,85.2433,3
21.2276,88.2764,3
20.5308,89.2336,3
20.7877,88.8007,3
20.5972,89.3714,3
20.9812,92.3987,3
20.8451,93.2029,3
21.0819,95.2844,3
21.1064,95.5545,3
21.0770,21.6720,1
21.0517,22.0325,1
21.8132,25.2958,1
22.2305,24.5373,1
21.6397,27.1463,1
21.6300,26.7084,1
22.1600,28.5625,1
22.0968,29.6742,1
21.4806,32.2959,1
22.0593,31.5111,1
21.5480,33.0009,1
21.6266,34.2625,1
21.4803,36.5228,1
21.3802,35.9454,1
21.8532,40.6845,1
21.3328,39.8087,1
21.8673,41.2088,1
21.8562,41.2390,1
21.7610,44.5022,1
21.6551,44.2126,1
21.5893,45.4942,1
21.4396,45.9579,1
22.3206,47.8336,1
21.7459,46.9001,1
21.7346,48.8246,1
21.4953,50.4622,2
22.2765,55.1412,2
21.6095,53.9047,2
21.9001,54.8316,2
21.9662,55.0235,2
21.8535,56.9551,2
21.3255,55.9333,2
22.0435,59.4284,2
21.6062,59.6851,2
22.0930,62.1946,2
21.5852,63.1359,2
22.3675,64.8322,2
22.1556,65.5049,2
22.2104,67.2946,2
22.0242,67.2096,2
21.4307,69.7274,2
21.3403,68.3816,2
22.2711,72.2078,3
22.3354,71.2071,3
21.4115,73.5901,3
21.8505,73.8775,3
22.2116,75.8361,3
21.9380,75.2715,3
21.9724,78.5189,3
21.5524,78.3039,3
21.7504,80.6278,3
22.4348,80.7824,3
21.7295,81.3381,3
21.5018,82.9890,3
21.5748,86.8242,3
21.7571,86.7402,3
21.8364,87.9690,3
21.7837,87.9389,3
22.4164,88.2027,3
21.1143,89.8015,3
21.8199,93.2663,3
21.9804,92.2993,3
22.1715,95.9272,3
21.8792,95.8664,3
22.7621,21.4947,1
22.9109,22.0996,1
22.6671,25.6805,1
21.8089,23.0789,1
22.2512,26.3827,1
22.5776,25.3531,1
22.3219,28.2898,1
23.5268,30.6861,1
22.5226,31.0921,1
22.2644,29.7020,1
22.6258,32.8761,1
22.6370,32.3340,1
22.4000,36.2628,1
22.7948,36.5048,1
22.2045,39.2531,1
22.3866,39.0534,1
22.6629,39.6000,1
22.5560,41.1675,1
22.8812,43.0667,1
23.2028,44.1003,1
22.5768,46.2235,1
23.3435,47.3128,1
22.2369,47.0693,1
23.1864,46.9508,1
22.2038,49.8205,1
22.8137,50.1659,2
22.4390,52.0061,2
22.4173,51.8213,2
23.4652,55.2355,2
22.9770,54.5276,2
22.6016,56.6804,2
21.7386,56.0824,2
22.0329,57.6526,2
22.2483,60.8699,2
22.6511,63.1938,2
22.8105,62.7366,2
22.3514,64.8587,2
22.9217,63.8681,2
22.8625,67.2515,2
22.4743,65.7314,2
22.2522,69.1746,2
22.7811,68.3835,2
22.6760,71.9651,3
22.8830,72.8483,3
23.1136,72.9053,3
23.2559,73.3286,3
23.0324,76.2225,3
22.5224,74.5344,3
22.6066,77.1127,3
23.0052,79.8812,3
22.3877,81.1427,3
22.4128,80.3053,3
22.9377,83.1911,3
23.2755,82.7918,3
23.0164,85.6683,3
22.9452,85.1782,3
22.6493,87.8315,3
22.3740,88.5314,3
22.8943,90.8245,3
23.2046,91.5947,3
22.5354,92.9809,3
22.4484,92.6662,3
22.4568,96.4581,3
22.7940,94.8038,3
23.9363,20.0464,1
22.8136,22.7163,1
23.5397,24.5802,1
23.0543,24.3339,1
24.2197,27.4515,1
23.5779,26.3145,1
23.3804,27.1482,1
23.6087,29.8255,1
22.9671,30.8241,1
23.1134,30.5505,1
23.5372,31.8982,1
23.7335,34.4527,1
23.4306,33.8964,1
23.1698,37.2386,1
22.5462,38.1711,1
23.1055,39.2080,1
23.2822,41.2023,1
23.7164,42.4913,1
23.4475,43.5320,1
22.9987,44.2649,1
23.2523,45.0437,1
23.5107,44.1418,1
23.5986,48.7739,1
23.6210,46.4732,1
23.4752,50.9259,2
22.8612,49.2908,1
23.8253,52.8560,2
23.6627,54.2864,2
23.6825,55.5598,2
24.4673,54.7753,2
23.2393,57.7076,2
23.6722,56.8485,2
23.1572,61.7563,2
23.6329,59.0184,2
23.8391,61.9340,2
23.4300,62.5383,2
23.0664,64.7045,2
24.1881,64.8067,2
23.3868,66.2855,2
23.3749,66.5134,2
23.3863,69.9215,2
22.9119,69.8726,2
23.3856,71.7909,3
23.1241,72.6474,3
23.9545,74.6701,3
22.9884,74.5527,3
23.6602,74.7165,3
23.5100,76.4894,3
23.7131,78.6757,3
23.6204,79.8424,3
23.9476,78.2906,3
23.4074,80.7228,3
22.9053,83.3106,3
23.9556,82.2479,3
23.6363,84.7564,3
23.2833,86.9103,3
23.3286,88.3515,3
22.8636,89.6116,3
23.7294,90.1261,3
23.7200,89.0215,3
23.9324,92.3536,3
23.4471,92.2027,3
23.3153,95.6252,3
23.6081,95.5866,3
24.3673,22.4619,1
24.2238,24.0068,1
23.8216,25.4897,1
24.8491,23.5879,1
25.1506,27.6056,2
24.7103,26.7349,1
24.2943,28.8760,1
24.5071,30.3256,1
24.4338,30.5991,1
24.6589,32.2484,1
24.5995,34.4451,1
24.2755,32.9381,1
24.0665,34.6571,1
24.4533,36.0539,1
24.2164,35.8238,1
23.9338,39.4926,1
24.1378,41.1632,1
23.8836,42.1335,1
24.3200,43.4546,1
25.1844,44.5583,2
24.2631,45.0145,1
24.2564,46.0073,1
24.3335,47.5475,1
24.8839,47.8004,1
25.1752,50.3397,2
24.9952,50.5797,2
24.7074,51.9608,2
24.0716,53.0266,2
24.7164,55.0040,2
23.9201,53.7435,2
23.8709,55.7317,2
24.4087,58.3351,2
24.3657,57.6430,2
24.3036,59.5309,2
25.1040,60.7208,2
24.2336,63.5675,2
24.5279,64.8941,2
24.4105,64.6840,2
24.6425,66.0134,2
24.6777,65.5062,2
24.4853,69.2576,2
24.1547,69.0764,2
24.1525,70.4871,3
24.2466,70.4580,3
24.4833,72.7714,3
24.6196,72.7431,3
24.1722,75.5991,3
24.8342,76.4585,3
24.2963,78.9650,3
23.6329,78.4773,3
25.0695,80.9901,3
24.3941,81.3643,3
24.6838,81.4281,3
23.7816,83.4151,3
24.1202,86.7615,3
24.2601,83.8396,3
23.9266,85.4608,3
24.2884,87.7659,3
24.2218,91.2613,3
24.7899,90.1370,3
23.6232,93.2007,3
24.5647,92.9236,3
24.7139,93.9517,3
25.0734,94.1365,3
25.4844,20.4814,2
24.8966,23.3647,1
25.1309,25.1108,2
25.3052,24.2604,2
25.6996,26.4967,2
24.5990,25.9868,1
25.4151,29.4205,2
24.6738,28.4126,1
25.0186,31.0904,2
24.7407,30.8538,1
24.9672,34.4686,1
25.5054,33.6430,2
25.0850,36.2550,2
24.9364,35.0969,1
24.8931,37.9125,1
24.8150,38.6297,1
25.4776,39.4103,2
25.2310,40.6408,2
25.3418,43.1819,2
24.7135,42.0574,1
25.2325,46.4743,2
24.4473,45.8595,1
25.6386,47.7655,2
25.4148,47.2705,2
25.1804,48.7992,2
24.4017,51.1066,2
24.8775,52.2029,2
24.7370,51.3439,2
25.1614,54.3111,2
25.3545,55.3750,2
25.3345,57.5373,2
25.7744,56.3617,2
25.2030,60.6968,2
25.6648,58.3978,2
25.1129,63.2546,2
25.4000,62.2080,2
25.1460,64.0417,2
25.3231,64.1600,2
25.2073,66.8127,2
24.9849,67.2209,2
26.2422,67.4975,2
25.3356,68.4126,2
25.4243,71.4935,3
25.4889,72.5096,3
25.2896,74.8253,3
24.4017,75.2379,3
25.3535,77.1313,3
24.7953,75.4136,3
25.2733,78.5008,3
25.3213,79.4922,3
24.6044,81.7474,3
25.2251,80.6876,3
24.7073,83.6786,3
24.3773,83.8094,3
24.7000,85.6288,3
25.1805,86.6332,3
25.1597,87.3108,3
25.0449,89.0811,3
25.4099,89.9433,3
25.1395,88.8799,3
25.3582,91.0613,3
25.4854,92.7609,3
26.0577,94.0099,3
25.1863,96.6185,3
26.4911,21.3734,2
26.1525,22.0018,2
26.1728,23.7260,2
26.0428,22.9166,2
26.1214,27.1147,2
25.9945,25.2561,2
26.4201,29.3926,2
25.8200,28.8120,2
25.5488,30.4965,2
25.8858,32.5249,2
25.8502,34.3504,2
25.8857,33.9973,2
26.0246,36.9148,2
25.8869,34.7138,2
25.5904,38.0052,2
25.6369,38.8531,2
25.9111,42.9759,2
25.4659,41.0220,2
25.6793,42.7495,2
26.1236,41.1007,2
26.1570,47.2610,2
25.9154,45.7822,2
26.4328,47.7557,2
25.8707,45.8551,2
26.2984,50.1562,2
25.7196,50.3720,2
25.8698,52.1373,2
26.2863,51.4084,2
26.4406,53.7098,2
25.8421,56.6984,2
26.4686,57.4104,2
25.7449,56.8462,2
26.0997,59.7112,2
26.0423,59.6497,2
25.9990,60.7345,2
25.8933,62.8554,2
25.5952,64.2165,2
25.7872,64.4873,2
25.9381,68.0716,2
26.2514,65.5613,2
26.3090,68.3996,2
25.8721,69.3792,2
25.9020,72.2552,3
25.8030,70.8946,3
25.8443,73.2974,3
26.4588,74.3724,3
26.6726,78.2022,3
25.7133,76.2247,3
25.6624,77.8163,3
25.8535,77.5647,3
25.7059,80.7411,3
25.6482,81.6289,3
25.7529,85.7544,3
25.9161,83.2906,3
25.6207,87.1161,3
26.4659,85.8479,3
25.6027,88.1251,3
25.6816,89.2516,3
26.3573,90.3762,3
25.2213,89.4053,3
26.3148,93.7368,3
26.4623,91.2123,3
26.1796,95.9140,3
25.4937,94.9929,3
27.0218,21.7293,2
26.2777,21.7069,2
26.8114,24.2216,2
26.7287,23.9561,2
26.9120,27.1079,2
26.8194,26.3410,2
26.9583,27.3357,2
27.0929,29.0640,2
26.9398,32.2840,2
26.2424,29.6429,2
27.0218,33.7678,2
26.9855,33.3583,2
27.1584,36.9684,2
27.0953,35.8943,2
26.1882,39.1762,2
27.3535,39.0640,2
26.6181,41.4451,2
27.2271,42.2416,2
26.6193,42.9897,2
27.1875,43.2452,2
26.5349,45.9215,2
27.1285,45.6276,2
27.0028,47.6704,2
27.4433,47.0926,2
26.7204,50.2680,2
27.2336,48.9104,2
26.4673,50.7789,2
26.9374,51.6064,2
26.7913,55.5630,2
26.7014,55.1759,2
26.8212,57.9275,2
27.0922,56.6998,2
26.8669,60.6168,2
27.0636,58.4202,2
27.1554,61.0561,2
27.4203,62.9539,2
27.0274,64.5286,2
26.8528,64.9978,2
26.7962,66.9539,2
27.2311,66.2363,2
26.7103,68.0218,2
26.5534,67.4512,2
27.1814,73.0796,3
27.4248,69.9881,2
27.1796,75.0863,3
26.7660,73.8978,3
26.2232,76.4014,3
26.5537,76.3410,3
26.3795,79.0047,3
27.2845,77.8113,3
26.5280,78.9305,3
26.8327,80.3475,3
26.3831,83.6335,3
26.7684,82.2576,3
26.7318,86.5448,3
27.1370,85.4636,3
27.1426,86.8907,3
26.9373,88.0681,3
26.7615,90.6822,3
26.6528,90.7492,3
27.1191,90.0197,3
27.3425,89.9023,3
26.7103,95.9228,3
26.8149,93.6804,3
27.3950,22.9242,2
27.1053,23.0161,2
27.7585,23.2817,2
27.5737,23.4393,2
28.0810,27.3689,2
27.1761,26.3464,2
27.4757,30.2287,2
27.3052,30.5083,2
27.7661,30.3736,2
27.5407,30.6979,2
27.3317,33.8595,2
27.3480,31.8119,2
27.6449,34.5065,2
27.5145,35.3108,2
27.4729,40.2847,2
27.7975,38.7047,2
27.1560,40.2501,2
27.8531,39.9166,2
28.0956,42.1111,2
27.6775,42.6661,2
27.8353,44.9719,2
27.6830,45.3359,2
27.5207,48.3398,2
27.8612,47.8235,2
27.6271,50.9750,2
27.6952,49.9820,2
27.8144,54.1398,2
27.3087,53.3058,2
27.1152,55.1633,2
28.3291,55.4075,2
27.8375,56.8182,2
27.7886,57.0957,2
27.5027,59.4165,2
27.8472,58.9869,2
27.4956,60.8080,2
27.9145,62.5230,2
27.8589,65.2558,2
27.8085,64.7399,2
27.8841,66.6595,2
27.5920,68.7347,2
27.6196,68.4975,2
27.9297,69.3234,2
27.2861,72.4620,3
27.7448,70.4518,3
28.1939,74.3696,3
27.3352,75.4059,3
28.0084,76.1521,3
28.3344,76.3047,3
27.7679,77.9219,3
27.9814,78.9451,3
27.7829,80.1600,3
27.8233,80.8082,3
27.3111,81.9012,3
27.9756,80.8841,3
27.8497,85.1504,3
28.2357,85.1365,3
28.0086,87.5783,3
27.8176,88.5986,3
27.6159,91.1872,3
27.4300,90.5555,3
28.1007,93.2392,3
28.4485,91.9581,3
27.2951,94.1051,3
28.0089,95.4481,3
28.6654,20.9893,2
28.8980,20.8978,2
29.0353,26.9265,2
28.7579,24.8796,2
28.4571,25.0805,2
28.4187,25.7261,2
28.1232,30.6146,2
28.7251,29.4062,2
28.5215,31.2638,2
28.9672,31.3903,2
28.8154,33.5978,2
28.5099,32.5080,2
27.9374,35.8936,2
28.6494,34.9715,2
28.6176,38.5322,2
27.8750,37.6603,2
28.7722,41.1871,2
28.2258,40.9813,2
28.9875,43.8929,2
28.5963,42.7724,2
28.4094,45.9694,2
28.6979,46.1148,2
28.6758,48.6401,2
28.6627,48.6094,2
28.9344,49.5340,2
27.9968,51.6472,2
28.7195,51.0699,2
28.3798,53.3076,2
28.5317,54.5069,2
29.1199,54.0252,2
28.3503,57.5128,2
28.7663,57.7693,2
28.9486,59.8561,2
28.8009,59.4441,2
28.6516,62.1290,2
28.7049,62.7275,2
28.8239,64.4269,2
28.3464,64.4480,2
28.6198,66.9158,2
29.4019,66.2705,2
28.7774,70.0584,3
28.6639,71.2008,3
28.4973,71.7433,3
28.3500,71.1352,3
28.7168,74.5681,3
28.7413,74.9397,3
28.5964,75.8623,3
29.5760,76.5161,3
28.3778,77.8913,3
28.2997,79.3590,3
28.5021,80.9856,3
28.6074,81.5293,3
28.3333,82.2578,3
28.7081,83.7667,3
28.7460,84.8521,3
28.8667,84.9112,3
28.4471,87.0859,3
29.0850,88.5056,3
28.8414,91.4128,3
29.6141,88.7520,3
28.3712,92.0906,3
28.3318,91.6753,3
28.5248,93.9051,3
28.7469,95.0465,3
29.6498,22.4570,2
29.6925,21.6639,2
30.2239,24.5658,3
28.8296,23.4527,2
28.8723,26.7253,2
29.4389,26.2881,2
30.1853,29.5586,3
29.7356,28.2265,2
29.1318,31.4525,2
29.5420,29.7487,2
29.4184,33.7869,2
29.4062,33.0421,2
29.2926,35.9699,2
29.5133,36.6733,2
29.8598,38.2190,2
29.3218,38.8778,2
29.6953,40.4479,2
29.7581,41.7203,2
29.9336,44.7940,2
29.1782,43.2061,2
29.4854,45.4601,2
29.2542,44.2114,2
29.5139,47.2117,2
29.5116,47.1886,2
29.0966,50.4689,2
29.5343,50.7794,2
30.2465,52.8625,3
29.6513,51.6431,2
29.0311,56.3923,2
29.1583,54.0282,2
29.4678,57.2414,2
29.1656,57.0481,2
29.9118,58.9520,2
28.9937,60.5258,2
29.6538,61.4738,2
28.9277,61.3621,2
29.4623,65.4362,2
29.1187,64.3110,2
29.7178,64.5988,2
29.8433,65.6777,2
29.5977,69.3188,2
29.8611,69.5926,2
28.6494,70.7453,3
29.5299,71.2761,3
29.6486,74.5169,3
29.6944,73.6136,3
28.8353,75.7514,3
29.6272,75.1799,3
29.7024,79.3337,3
29.5259,75.7587,3
29.0342,82.5685,3
29.2902,79.0852,3
29.9138,83.2378,3
29.8682,83.4751,3
29.6420,85.9074,3
29.7256,87.6303,3
29.8213,86.5132,3
29.6378,88.9628,3
29.9024,89.9064,3
29.8892,91.1253,3
30.3819,91.9702,3
29.3039,92.3697,3
29.3099,94.1990,3
28.5145,94.6088,3
30.4626,21.5561,3
31.0107,22.0120,3
30.7852,24.5901,3
30.6226,24.6062,3
30.8124,26.7600,3
30.5070,27.0394,3
30.2324,29.4290,3
31.1154,28.8212,3
30.4801,32.5514,3
30.7324,31.4299,3
29.4991,34.2392,2
29.5565,35.0971,2
